Player,Initial window,Window factor,Average evaluations,Min evaluations,Q1 evaluations,Median evaluations,Q3 evaluations,Maxevaluations,Average time (ms),Min time,Q1 time,Median time,Q3 time,Max time
MAsT_IEV_MI_5,1000,8.0,373305,243523,327096,364827,411531,820300,100.611,71.972,90.874,99.244,109.147,166.102
MAsT_IEV_MI_5,1000,9.0,373554,221109,328123,365176,407429,772797,100.500,70.384,90.888,98.646,108.443,172.630
MAsT_IEV_MI_5,1000,10.0,373927,230044,329581,365746,410422,714356,100.718,67.329,91.020,99.365,109.071,185.111
MAsT_IEV_MI_5,1000,20.0,383830,250479,333782,376630,421981,761355,102.092,70.849,91.561,100.794,109.866,204.851
MAsT_IEV_MI_5,1000,50.0,383801,226628,336545,374554,418755,751941,102.399,73.058,91.719,100.163,110.348,181.151
MAsT_IEV_MI_5,1000,100.0,387041,221869,338335,380436,428504,755233,102.559,67.518,92.530,101.399,110.917,167.172
MAsT_IEV_MI_5,1000,200.0,382394,233326,336776,374142,426816,637811,102.153,69.971,92.444,100.720,110.907,161.145
MAsT_IEV_MI_5,1000,500.0,384132,223402,339320,375202,420416,816785,102.505,69.919,92.604,100.660,111.074,170.896
MAsT_IEV_MI_5,1000,1000.0,385458,228494,338607,377122,423318,681238,102.373,68.295,92.304,100.610,111.242,154.495
MAsT_IEV_MI_5,2000,1.0,370645,229836,325753,365083,408516,621724,99.386,67.820,90.174,97.685,106.241,161.916
MAsT_IEV_MI_5,2000,1.1,369890,226689,323131,365501,407035,649619,99.753,71.134,90.236,98.160,107.683,148.341
MAsT_IEV_MI_5,2000,1.2,368679,236102,323612,360817,408048,732497,99.429,67.712,89.701,98.168,107.220,151.721
MAsT_IEV_MI_5,2000,1.5,366304,211126,319721,358587,406792,728317,98.518,67.286,88.599,96.873,106.838,175.101
MAsT_IEV_MI_5,2000,1.75,367353,232617,325616,362490,403004,691232,99.011,64.079,90.059,97.839,106.903,163.376
MAsT_IEV_MI_5,2000,2.0,367874,230731,322836,361997,403195,617535,98.783,69.235,89.241,97.506,106.182,156.467
MAsT_IEV_MI_5,2000,2.25,366849,230774,322751,358548,400526,632505,98.710,67.137,89.148,97.224,106.300,160.799
MAsT_IEV_MI_5,2000,2.5,368253,229184,324640,360983,402446,960271,99.567,68.345,90.041,98.067,106.940,204.145
MAsT_IEV_MI_5,2000,2.75,367218,236270,323962,362596,400116,614765,98.731,67.379,90.015,97.427,105.879,152.877
MAsT_IEV_MI_5,2000,3.0,371535,237295,327040,364982,406779,691462,99.302,72.235,89.681,97.492,106.941,165.863
MAsT_IEV_MI_5,2000,3.5,371464,213883,332193,365282,407235,686462,99.940,67.379,90.626,98.405,107.676,178.471
MAsT_IEV_MI_5,2000,4.0,370568,238480,325418,359509,405667,692381,99.514,68.054,90.035,97.744,107.444,170.329
MAsT_IEV_MI_5,2000,4.5,373667,236771,327279,363353,412452,665045,99.797,71.190,89.653,98.697,107.309,173.405
MAsT_IEV_MI_5,2000,5.0,371925,229698,326711,363666,409237,705369,99.812,71.128,89.854,98.269,108.234,161.819
MAsT_IEV_MI_5,2000,6.0,373867,243049,331098,367844,410416,702893,99.834,71.394,90.953,98.770,108.004,152.434
MAsT_IEV_MI_5,2000,7.0,371234,225104,326408,367058,404619,597895,99.426,67.674,90.017,98.227,106.927,151.770
MAsT_IEV_MI_5,2000,8.0,375269,236672,332473,369133,413068,614752,100.141,68.133,90.643,99.066,108.255,149.608
MAsT_IEV_MI_5,2000,9.0,375161,214009,331656,368124,409263,716971,99.712,64.993,90.566,98.020,106.851,170.580
MAsT_IEV_MI_5,2000,10.0,375513,235082,328927,367975,414370,740877,100.143,67.415,90.541,98.567,107.996,170.673
MAsT_IEV_MI_5,2000,20.0,378368,240103,332151,369473,416849,704268,100.653,71.822,91.737,99.093,108.423,159.063
MAsT_IEV_MI_5,2000,50.0,386013,245691,337727,378029,423484,765092,102.185,69.821,92.337,101.074,110.340,191.983
MAsT_IEV_MI_5,2000,100.0,379881,223191,334276,373008,418512,954547,101.012,68.470,91.341,99.420,108.488,205.794
MAsT_IEV_MI_5,2000,200.0,381687,250135,333086,373096,421223,694616,101.475,72.268,91.079,99.414,110.575,167.313
MAsT_IEV_MI_5,2000,500.0,379721,232067,331543,370590,416250,735865,100.865,64.117,90.614,99.469,108.551,179.669
MAsT_IEV_MI_5,2000,1000.0,376582,236051,331273,371049,413575,677725,100.257,70.184,90.705,99.714,107.908,148.970
MAsT_IEV_MI_5,5000,1.0,370224,214837,326754,360988,407986,800673,97.718,68.600,88.897,96.112,105.420,153.334
MAsT_IEV_MI_5,5000,1.1,367324,230258,325027,361911,403872,743610,97.317,69.527,89.135,96.500,104.281,177.125
MAsT_IEV_MI_5,5000,1.2,368917,231153,324056,360998,405711,706144,97.629,67.965,89.024,96.355,104.616,168.405
MAsT_IEV_MI_5,5000,1.5,368896,238052,324677,361109,406331,636223,97.960,69.950,88.562,96.791,105.275,150.438
MAsT_IEV_MI_5,5000,1.75,367276,248707,323534,358776,406282,733057,97.502,67.452,88.886,96.021,105.505,145.955
MAsT_IEV_MI_5,5000,2.0,368382,229622,325889,360181,401789,643281,97.670,70.500,88.987,96.473,104.840,167.186
MAsT_IEV_MI_5,5000,2.25,369036,241229,326405,360594,407800,728369,98.042,68.429,88.968,96.308,105.887,154.861
MAsT_IEV_MI_5,5000,2.5,369125,240569,326197,363253,405673,636929,98.056,69.283,89.101,96.299,105.991,154.654
MAsT_IEV_MI_5,5000,2.75,367993,226810,325759,361372,404465,661266,97.525,71.333,88.434,96.527,105.155,160.111
MAsT_IEV_MI_5,5000,3.0,371342,234821,326764,364298,407547,710466,98.287,69.295,88.899,96.898,105.941,176.011
MAsT_IEV_MI_5,5000,3.5,373510,239501,327881,364086,408478,706419,98.729,70.169,89.365,97.300,106.176,158.469
MAsT_IEV_MI_5,5000,4.0,374612,233320,330630,366062,412500,634289,98.819,69.922,89.810,97.650,106.669,160.058
MAsT_IEV_MI_5,5000,4.5,374394,209079,328203,367795,410784,793836,98.438,64.030,89.545,96.937,106.187,176.702
MAsT_IEV_MI_5,5000,5.0,372201,249277,329070,362776,409089,693250,98.371,71.609,89.169,97.167,105.516,159.490
MAsT_IEV_MI_5,5000,6.0,371020,232517,326627,362396,408394,649640,98.340,67.478,88.780,96.511,105.675,151.396
MAsT_IEV_MI_5,5000,7.0,374841,240715,331593,366132,411738,672437,99.032,70.827,89.732,97.617,107.117,153.260
MAsT_IEV_MI_5,5000,8.0,374924,239640,330813,366418,412655,634995,98.936,69.121,89.355,97.744,106.199,149.176
MAsT_IEV_MI_5,5000,9.0,374579,235163,329071,366764,415016,671654,99.005,69.778,89.939,97.799,106.563,147.321
MAsT_IEV_MI_5,5000,10.0,373493,221075,328315,366057,410124,639639,98.904,66.891,89.388,97.319,107.286,156.852
MAsT_IEV_MI_5,5000,20.0,374495,227897,328460,366587,411975,668547,99.032,67.303,90.041,97.631,106.848,150.606
MAsT_IEV_MI_5,5000,50.0,370458,242321,328079,361605,405180,838161,98.190,67.208,88.629,96.655,105.875,168.675
MAsT_IEV_MI_5,5000,100.0,375202,246435,331140,368511,409416,780992,99.071,69.793,90.005,98.122,106.240,163.291
MAsT_IEV_MI_5,5000,200.0,373204,230113,329021,367493,411774,718052,98.433,68.167,89.194,96.949,106.000,159.167
MAsT_IEV_MI_5,5000,500.0,371263,230218,326542,364316,408939,740457,98.464,68.309,89.149,97.563,106.526,150.640
MAsT_IEV_MI_5,5000,1000.0,372421,243763,327323,363923,409729,688305,98.587,70.961,89.011,97.418,106.163,176.310
MAsT_IEV_MI_5,10000,1.0,374611,232992,329769,364368,411167,769243,97.938,69.076,88.437,96.355,105.943,161.743
MAsT_IEV_MI_5,10000,1.1,373526,232944,327505,366606,408135,795393,97.602,66.727,88.890,96.254,104.895,172.280
MAsT_IEV_MI_5,10000,1.2,374266,241724,328699,365067,407674,844905,97.995,70.670,88.664,96.101,105.463,190.909
MAsT_IEV_MI_5,10000,1.5,374442,244066,332494,370389,408802,672107,97.687,71.501,88.739,96.705,105.071,154.656
MAsT_IEV_MI_5,10000,1.75,373264,230973,327582,366117,411124,783071,97.709,67.080,88.534,96.186,105.612,167.709
MAsT_IEV_MI_5,10000,2.0,372449,229743,329069,366858,407419,680415,97.709,71.160,89.124,96.391,105.384,160.358
MAsT_IEV_MI_5,10000,2.25,371176,228219,326999,363034,411119,692871,98.220,67.975,89.227,96.966,106.102,155.505
MAsT_IEV_MI_5,10000,2.5,373249,238106,332077,365506,408294,654297,97.878,70.308,89.054,96.265,104.751,146.911
MAsT_IEV_MI_5,10000,2.75,377034,226856,329783,367297,413189,685484,98.332,69.825,88.731,96.962,105.706,149.070
MAsT_IEV_MI_5,10000,3.0,373669,229275,330423,365670,407857,819772,97.691,64.454,89.341,96.026,104.985,168.759
MAsT_IEV_MI_5,10000,3.5,376055,228088,329879,369002,412547,852319,98.274,64.878,89.650,97.009,106.393,173.228
MAsT_IEV_MI_5,10000,4.0,376414,240741,333600,367861,410340,780947,98.202,68.039,89.824,97.010,105.264,161.518
MAsT_IEV_MI_5,10000,4.5,372136,246254,328067,365744,408131,720039,97.825,66.367,88.774,96.355,105.457,155.290
MAsT_IEV_MI_5,10000,5.0,374896,240400,329940,365151,412189,840899,97.918,67.694,88.837,96.340,105.385,165.221
MAsT_IEV_MI_5,10000,6.0,372150,220912,326731,365003,407017,705866,98.026,67.245,88.947,96.783,104.893,160.795
MAsT_IEV_MI_5,10000,7.0,372107,220330,326864,362708,407767,829597,97.717,65.090,88.326,96.317,105.713,180.141
MAsT_IEV_MI_5,10000,8.0,373174,228440,327599,363846,408112,683939,98.454,66.144,89.274,97.374,105.911,150.605
MAsT_IEV_MI_5,10000,9.0,372707,231154,328782,365511,408062,722573,98.021,67.234,88.924,96.267,105.296,168.430
MAsT_IEV_MI_5,10000,10.0,371605,232761,330092,366561,408454,643213,97.355,67.501,88.585,96.288,104.256,185.542
MAsT_IEV_MI_5,10000,20.0,374761,247722,328501,366089,410778,662784,97.824,67.770,88.638,96.360,105.340,155.097
MAsT_IEV_MI_5,10000,50.0,375583,253172,331777,369099,409602,815883,97.964,69.690,89.078,96.305,105.121,187.885
MAsT_IEV_MI_5,10000,100.0,372310,243501,326983,365865,410121,659296,97.405,68.532,87.913,95.841,105.308,157.734
MAsT_IEV_MI_5,10000,200.0,372807,234416,327682,366963,410321,774913,97.945,68.550,88.674,96.230,105.786,173.948
MAsT_IEV_MI_5,10000,500.0,375299,243140,329368,371527,411683,887856,98.348,69.298,88.936,97.145,105.965,164.099
MAsT_IEV_MI_5,10000,1000.0,373637,235248,328871,367955,409689,696171,97.760,71.116,88.216,96.797,105.841,162.860
MAsT_IEV_MI_5,20000,1.0,384692,229029,340927,377904,423786,686309,99.759,65.969,90.573,98.946,107.165,170.548
MAsT_IEV_MI_5,20000,1.1,384563,235806,335411,378077,423352,712864,99.426,66.689,89.491,98.135,107.705,159.479
MAsT_IEV_MI_5,20000,1.2,380135,236548,334551,375195,416559,713368,98.658,70.781,89.511,97.738,106.076,154.019
MAsT_IEV_MI_5,20000,1.5,382327,228861,338072,375369,417787,739578,99.173,64.858,90.070,98.595,107.220,155.122
MAsT_IEV_MI_5,20000,1.75,385780,225785,339511,379289,420797,726623,99.757,63.560,90.262,98.614,108.059,153.140
MAsT_IEV_MI_5,20000,2.0,383586,231567,336014,376540,421306,711115,99.540,66.093,89.681,98.477,107.804,168.368
MAsT_IEV_MI_5,20000,2.25,383852,225401,337456,377184,422621,864070,99.351,67.642,89.484,97.554,107.621,166.968
MAsT_IEV_MI_5,20000,2.5,384698,236513,337347,378170,425781,689653,99.753,69.779,89.822,98.911,107.987,155.334
MAsT_IEV_MI_5,20000,2.75,386359,236524,340200,381373,424614,760707,100.129,68.727,90.620,98.868,108.156,175.732
MAsT_IEV_MI_5,20000,3.0,383946,219443,335466,378086,421862,912274,99.517,64.756,89.822,98.228,107.365,175.339
MAsT_IEV_MI_5,20000,3.5,386263,243230,339225,378823,423840,686729,99.868,68.280,90.109,98.534,107.512,155.086
MAsT_IEV_MI_5,20000,4.0,388025,227453,343402,382903,424798,906579,100.109,67.192,90.883,98.756,108.117,168.972
MAsT_IEV_MI_5,20000,4.5,385506,235811,341166,379231,425505,672040,99.356,67.755,90.221,98.408,107.350,149.118
MAsT_IEV_MI_5,20000,5.0,381888,235563,335982,371894,419823,903180,99.117,70.836,90.256,97.836,107.046,191.771
MAsT_IEV_MI_5,20000,6.0,382609,231866,337050,375670,419775,732948,99.328,67.065,89.647,97.941,106.672,171.185
MAsT_IEV_MI_5,20000,7.0,383198,228932,341597,376323,419579,613822,99.301,68.464,90.751,98.591,106.820,156.645
MAsT_IEV_MI_5,20000,8.0,381752,247305,335410,372819,415356,963080,101.005,67.633,92.083,99.335,108.228,216.665
MAsT_IEV_MI_5,20000,9.0,382629,242616,336030,376640,423314,772702,99.352,69.327,89.604,99.070,107.504,164.084
MAsT_IEV_MI_5,20000,10.0,383446,224450,338060,376725,423477,672425,99.423,68.185,90.155,98.366,107.744,156.499
MAsT_IEV_MI_5,20000,20.0,385542,251518,340397,375734,424851,798481,99.767,72.459,90.538,98.673,107.502,169.303
MAsT_IEV_MI_5,20000,50.0,383740,222822,338427,376007,420217,766360,98.959,64.250,89.708,97.585,106.916,172.170
MAsT_IEV_MI_5,20000,100.0,388784,228745,341895,380544,429492,718293,100.150,64.763,90.115,98.892,108.911,154.714
MAsT_IEV_MI_5,20000,200.0,389713,252501,341229,380128,422739,963957,100.138,71.730,90.399,98.125,107.610,214.994
MAsT_IEV_MI_5,20000,500.0,380855,222535,329069,372941,418922,829792,99.007,66.794,88.980,97.658,107.477,168.381
MAsT_IEV_MI_5,20000,1000.0,385068,213587,336560,376641,424911,855857,99.691,67.206,90.585,98.812,107.488,181.015
MAsT_IEV_MI_5,50000,1.0,393820,233101,345047,382106,434115,819529,101.457,67.653,91.495,99.830,109.023,183.266
MAsT_IEV_MI_5,50000,1.1,394416,245385,347818,386489,432860,765462,101.161,70.214,91.581,99.492,109.414,183.747
MAsT_IEV_MI_5,50000,1.2,390315,240890,340955,383004,431162,683531,100.464,68.867,90.884,98.821,109.380,157.608
MAsT_IEV_MI_5,50000,1.5,395459,256708,343759,385913,431922,986523,101.803,70.994,91.846,100.148,109.698,197.583
MAsT_IEV_MI_5,50000,1.75,392480,238342,342526,383742,428987,794793,100.838,67.060,90.682,99.014,108.821,193.074
MAsT_IEV_MI_5,50000,2.0,393365,240291,345500,383705,432179,731771,100.915,70.938,91.205,99.093,109.234,179.450
MAsT_IEV_MI_5,50000,2.25,394509,221769,342986,384599,433467,706498,101.489,69.279,91.239,99.907,109.525,157.673
MAsT_IEV_MI_5,50000,2.5,388049,240872,341304,379887,425876,703263,100.388,70.257,90.592,98.752,108.106,170.026
MAsT_IEV_MI_5,50000,2.75,390202,250644,340635,382545,430745,1162815,100.536,68.596,90.807,99.253,108.616,234.794
MAsT_IEV_MI_5,50000,3.0,394548,243297,345142,383929,432959,905261,102.489,71.742,92.178,100.478,111.104,212.708
MAsT_IEV_MI_5,50000,3.5,390889,247287,343279,384606,428677,684503,101.316,72.339,91.317,99.607,109.712,165.609
MAsT_IEV_MI_5,50000,4.0,391185,228094,341020,382916,430853,741548,102.051,69.861,91.419,100.052,111.255,164.102
MAsT_IEV_MI_5,50000,4.5,392874,244580,345224,385185,434775,730425,101.951,69.915,91.957,100.641,110.143,165.059
MAsT_IEV_MI_5,50000,5.0,396003,248234,346711,386758,435351,731650,102.419,69.507,92.601,100.650,111.129,160.366
MAsT_IEV_MI_5,50000,6.0,395534,226152,344612,383774,435672,742309,102.569,70.967,92.242,100.502,111.265,169.850
MAsT_IEV_MI_5,50000,7.0,392597,244346,344259,386521,428530,775832,102.336,67.955,92.403,101.016,110.279,170.207
MAsT_IEV_MI_5,50000,8.0,388021,243905,341519,379089,427575,683315,101.113,69.895,91.149,100.058,109.089,165.208
MAsT_IEV_MI_5,50000,9.0,393053,242517,344718,385264,431588,842460,101.845,68.047,92.186,100.427,109.933,170.423
MAsT_IEV_MI_5,50000,10.0,390103,250606,342632,382771,425914,878616,101.387,69.045,91.556,99.866,109.299,176.844
MAsT_IEV_MI_5,50000,20.0,392140,228747,345108,385558,428032,803845,101.573,68.468,91.682,100.611,109.605,174.688
MAsT_IEV_MI_5,50000,50.0,395416,225842,345775,385022,435649,827967,102.109,66.094,91.738,100.338,110.695,172.838
MAsT_IEV_MI_5,50000,100.0,396169,249763,345258,386474,433486,783707,102.618,66.689,92.883,101.023,110.457,170.866
MAsT_IEV_MI_5,50000,200.0,393332,241065,343786,384195,430716,901468,102.127,66.812,91.476,101.021,111.178,183.027
MAsT_IEV_MI_5,50000,500.0,392386,250546,339391,378825,434828,850485,101.740,72.472,91.321,99.666,110.228,191.485
MAsT_IEV_MI_5,50000,1000.0,388918,222275,341233,378907,427262,802672,100.540,66.421,91.161,98.575,108.932,153.268
MAsT_IEV_MI_5,100000,1.0,395444,259839,350670,384774,432976,812621,101.816,73.199,92.227,100.311,109.621,174.610
MAsT_IEV_MI_5,100000,1.1,392506,234519,347080,382847,426765,964024,100.835,69.808,91.117,99.544,108.649,191.483
MAsT_IEV_MI_5,100000,1.2,394285,236664,343967,384838,431959,920634,101.527,70.033,91.127,99.287,109.065,197.908
MAsT_IEV_MI_5,100000,1.5,391932,250557,340477,381426,433374,845702,101.124,70.957,90.848,98.807,109.593,215.074
MAsT_IEV_MI_5,100000,1.75,400965,245455,351887,392635,440709,722310,102.762,68.015,92.985,101.181,110.832,169.101
MAsT_IEV_MI_5,100000,2.0,393265,230279,346221,384792,431773,786436,100.951,67.958,91.106,99.798,108.518,176.056
MAsT_IEV_MI_5,100000,2.25,396391,225985,344926,390092,437563,785930,101.994,63.026,91.922,100.213,110.092,169.432
MAsT_IEV_MI_5,100000,2.5,391837,249451,341606,381527,430108,1297507,101.002,72.602,91.511,99.239,108.424,291.719
MAsT_IEV_MI_5,100000,2.75,394549,241185,344070,383846,435464,876971,101.152,70.889,91.027,99.339,109.197,180.365
MAsT_IEV_MI_5,100000,3.0,399807,249183,347294,391631,437504,803781,102.052,68.449,91.726,99.976,111.322,179.335
MAsT_IEV_MI_5,100000,3.5,393305,217788,344918,386433,432187,831046,101.502,64.226,91.700,100.105,109.878,181.694
MAsT_IEV_MI_5,100000,4.0,393437,249685,342177,385047,432172,965769,100.916,70.257,90.842,99.068,108.939,195.671
MAsT_IEV_MI_5,100000,4.5,396034,231592,344428,388179,440484,725868,101.758,68.678,91.483,101.064,110.309,162.512
MAsT_IEV_MI_5,100000,5.0,396120,243536,345900,388671,435857,788930,101.629,68.109,91.441,100.394,109.563,181.989
MAsT_IEV_MI_5,100000,6.0,391748,254518,342723,381468,426259,664402,101.160,70.192,91.573,99.558,108.917,153.546
MAsT_IEV_MI_5,100000,7.0,392932,242601,345153,383130,430433,700395,101.196,69.376,90.745,99.516,109.748,169.612
MAsT_IEV_MI_5,100000,8.0,399341,234335,348546,390182,439580,816075,102.169,67.840,91.500,101.104,111.230,182.960
MAsT_IEV_MI_5,100000,9.0,394290,249776,345896,384348,434217,746343,101.969,68.431,91.567,100.625,110.189,208.434
MAsT_IEV_MI_5,100000,10.0,395873,242171,348200,386653,436314,848659,101.732,69.783,91.368,100.517,110.222,183.722
MAsT_IEV_MI_5,100000,20.0,396593,234724,347831,387299,431336,765231,102.677,68.136,92.404,101.117,111.366,175.897
MAsT_IEV_MI_5,100000,50.0,396102,243218,346547,388936,435258,769411,102.005,71.106,91.822,100.794,110.248,170.400
MAsT_IEV_MI_5,100000,100.0,394922,253388,343504,387200,434827,1064165,101.941,70.837,91.395,100.829,110.277,202.309
MAsT_IEV_MI_5,100000,200.0,394310,256816,348804,384779,433332,693293,101.794,72.456,91.575,100.767,110.481,164.196
MAsT_IEV_MI_5,100000,500.0,394353,255080,344692,386752,431305,709566,102.017,69.019,92.275,100.416,110.408,164.698
MAsT_IEV_MI_5,100000,1000.0,396230,240329,348393,389827,432497,1050090,101.960,70.336,92.096,100.571,109.616,214.144
